anchor,positive
"Ἆρα τὸν ἡμέτερον τρόπον, πρότερον μὲν ὁ ἀπὸ τῶν πραγμάτων τύπος ἐγγίνεται τῇ νοήσει, ἔπειτα μετὰ τὸ φαντασθῆναι, ἀπὸ τῶν ὑποκειμένων τὰς οἰκείας καὶ προσφυεῖς ἑκάστου σημασίας ἐκλεγόμενος ἐξαγγέλλει; εἶτα τῇ ὑπηρεσίᾳ τῶν φωνητικῶν ὀργάνων παραδοὺς τὰ νοηθέντα, οὕτω διὰ τῆς τοῦ ἀέρος τυπώσεως, κατὰ τὴν ἔναρθρον τῆς φωνῆς κίνησιν, ἐν τῷ κρυπτῷ νόημα σαφηνίζει; Καὶ πῶς οὐ μυθῶδες τῆς τοιαύτης περιόδου λέγειν τὸν Θεὸν χρῄζειν πρὸς τὴν τῶν νοηθέντων δήλωσιν; Ἢ εὐσεβέστερον λέγειν, ὅτι τὸ θεῖον βούλημα καὶ ἡ πρώτη ὁρμὴ τοῦ νοεροῦ κινήματος, τοῦτο Λόγος ἐστὶ τοῦ Θεοῦ; Σχηματίζει δὲ αὐτὸν διεξο- δικῶς ἡ Γραφὴ, ἵνα δείξῃ ὅτι οὐχὶ γενέσθαι μόνον ἐβουλήθη τὴν κτίσιν, ἀλλὰ καὶ διά τινος συνεργοῦ παραχθῆναι ταύτην εἰς γέννησιν.","Ὁ νοῦς σχηματίζεται ἐν τῇ διανοίᾳ, ἐκφράζεται διὰ λόγων καὶ φωνῶν εἰς τὴν κρυφὴν σημασίαν· ὁ δὲ Θεὸς τοῦτο οὐχ ὠφελεῖται δεῖν, ἀλλὰ ἡ Γραφὴ τὸν Λόγον ὡς θελημα καὶ συνεργὸν τῇ κτίσει παρουσιάζει."
"Ἐπὶ τούτῳ τῷ ῥήματι πᾶσαι μὲν λόχμαι κατεπυκνοῦντο· πάντα δὲ ἀνέτρεχε δένδρα, τά τε πρὸς μήκιστον ὕψος διανίστασθαι πεφυκότα, ἐλάται καὶ κέδροι, καὶ κυπάρισσοι καὶ πεῦκαι· πάντες δὲ θάμνοι εὐθὺς ἦσαν ἀμφίκομοι καὶ δασεῖς· καὶ τὰ στεφανωματικὰ λεγόμενα τῶν φυτῶν, αἵ τε ῥωδωνιαὶ καὶ μυρσίναι καὶ δάφναι, πάντα ἐν μιᾷ καιροῦ ῥοπῇ, οὐκ ὄντα πρότερον ὑπὲρ τῆς γῆς, εἰς τὸ εἶναι παρῆλθε, μετὰ τῆς οἰκείας ἕκαστον ἰδιότητος, ἐναργεστάταις μὲν διαφοραῖς ἀπὸ τῶν ἑτερογενῶν χωριζόμενον, οἰκείῳ δὲ ἕκαστον γνωριζόμενον χαρακτῆρι.","Πάντα τὰ φυτὰ καὶ δένδρα, ἅμα καὶ θάμνοι καὶ στεφανωματικὰ, ἐξαίφνης ἐπέστησαν ἐπὶ τῆς γῆς, ἑκάστῳ τὰς ἰδίας ἰδιότητας ἔχοντα."
"Πῶς ἀμφοτέρων ὁμοτίμως γενομένων οὐρανοῦ καὶ γῆς, ὁ μὲν οὐρανὸς ἀπηρτίσθη, ἡ δὲ γῆ ἔτι ἀτελής ἐστι καὶ ἀνεξέργαστος; Ἢ ὅλως, τί τὸ ἀκατάσκευον τῆς γῆς; καὶ διὰ ποίαν αἰτίαν ἀόρατος ἦν; Ἔστι μὲν οὖν τελεία κατασκευὴ γῆς ἡ ἀπ' αὐτῆς εὐθηνία· φυτῶν παντοδαπῶν βλαστήσεις· δένδρων ὑψηλοτάτων προβολαὶ καρπίμων τε καὶ ἀκάρπων· ἀνθῶν εὔχροιαι καὶ εὐωδίαι· καὶ ὅσα μικρὸν ὕστερον μέλλει τῷ προστάγματι τοῦ Θεοῦ ἐπανατείλαντα τῇ γῇ τὴν γεννησαμένην κατακοσμεῖν.","Ὁ οὐρανὸς τέλειος ἐγένετο, ἡ δὲ γῆ πρῶτον ἀτελής καὶ ἀόρατος ἦν, ἔπειτα δὲ ἀνέτειλε διὰ φυτῶν, δένδρων, καὶ ἀνθέων κατὰ τὴν θείαν βούλησιν."
"Καὶ ἴδοις ἄν ποτε τὴν παρ' αὐτῶν ὀνομαζομένην θήλειαν, καθιεῖσαν τοὺς κλάδους, οἷον ὀργῶσαν, καὶ τῆς συμπλοκῆς ἐφιεμένην τοῦ ἄρρενος, τοὺς δὲ θεραπευτὰς τῶν φυτῶν ἐμβάλλοντας τοῖς κλάδοις, οἷόν τινα σπέρματα τῶν ἀρρένων, τοὺς λεγομένους ψῆνας, καὶ οὕτως οἷον ἐν συναισθήσει τῆς ἀπολαύσεως γίνεσθαι καὶ ἀνορθοῦσθαι πάλιν τοὺς κλάδους, καὶ πρὸς τὸ οἰκεῖον σχῆμα τοῦ φυτοῦ τὴν κόμην ἀποκαθίστασθαι.","Ἡ θήλεια τῶν φυτῶν κατέρχεται τοὺς κλάδους, οἳ ἐκείνηθεν ἐγγίνονται διὰ τῶν ἀρρένων σπερμάτων, καὶ οὕτως οἱ κλάδοι ἀνακαθίστανται εἰς τὴν φύσει μορφήν."
"Ὁ δὲ Πατὴρ τοῦ ἀληθινοῦ φωτὸς, ὁ τὴν ἡμέραν κοσμήσας τῷ οὐρανίῳ φωτὶ, ὁ τὴν νύκτα φαιδρύνας ταῖς αὐγαῖς τοῦ πυρὸς, ὁ τοῦ μέλλοντος αἰῶνος τὴν ἀνάπαυσιν εὐτρεπίσας τῷ νοερῷ καὶ ἀπαύστῳ φωτὶ, φωτίσειεν ὑμῶν τὰς καρδίας ἐν ἐπιγνώσει τῆς ἀληθείας, καὶ ἀπρόσκοπον ὑμῶν διατηρήσειε τὴν ζωὴν, παρεχόμενος ἡμῖν, ὡς ἐν ἡμέρᾳ εὐσχημόνως περιπατεῖν, ἵνα ἐκλάμψητε, ὡς ὁ ἥλιος ἐν τῇ λαμπρότητι τῶν ἁγίων, εἰς καύχημα ἐμοὶ, εἰς ἡμέραν Χριστοῦ, ᾧ ἡ δόξα καὶ τὸ κράτος εἰς τοὺς αἰῶνας τῶν αἰώνων.","Ὁ Θεὸς, ὁ Πατὴρ τῆς ἀληθινῆς φωτός, φωτίζει τὰς καρδίας ἐν τῇ ἀληθείᾳ καὶ ὁδηγεῖ τοὺς πιστούς εὐσεβῶς ζῆν, ὅπως λάμψωσιν ὥσπερ ὁ ἥλιος ἐν τῇ ἡμέρᾳ Χριστοῦ."
"Τί πρῶτον εἴπω; πόθεν ἄρξομαι τῆς ἐξηγήσεως; Ἐλέγξω τῶν ἔξω τὴν ματαιότητα; ἢ ἀνυμνήσω τὴν ἡμετέραν ἀλήθειαν; Πολλὰ περὶ φύσεως ἐπραγματεύσαντο οἱ τῶν Ἑλλήνων σοφοὶ, καὶ οὐδὲ εἷς παρ' αὐτοῖς λόγος ἕστηκεν ἀκίνητος καὶ ἀσάλευτος, ἀεὶ τοῦ δευτέρου τὸν πρὸ αὐτοῦ καταβάλλοντος· ὥστε ἡμῖν μηδὲν ἔργον εἶναι τὰ ἐκείνων ἐλέγχειν· ἀρκοῦσι γὰρ ἀλλήλοις πρὸς τὴν οἰκείαν ἀνατροπήν.","Οἱ Ἕλληνες φιλόσοφοι περὶ φύσεως πολλὰ διελέχθησαν, ἀλλ’ οἱ λόγοι αὐτῶν ἀντιφαίνουσιν· οὐ δὲ χρή ἐστιν αὐτοὺς ἐλέγχειν, ἐπεὶ αὐτοὶ ἀλλήλους ἀναιρεῖσιν."
"Ἐκείνη γὰρ τὴν καλιὰν πηγνυμένη, τὰ μὲν κάρφη τῷ στόματι διακομίζει· πηλὸν δὲ τοῖς ποσὶν ἆραι μὴ δυναμένη, τὰ ἄκρα τῶν πτερῶν ὕδατι καταβρέξασα, εἶτα τῇ λεπτοτάτῃ κόνει ἐνειληθεῖσα, οὕτως ἐπινοεῖ τοῦ πηλοῦ τὴν χρείαν· καὶ κατὰ μικρὸν ἀλλήλοις τὰ κάρφη οἷον κόλλῃ τινὶ τῷ πηλῷ συνδήσασα, ἐν αὐτῇ τοὺς νεοττοὺς ἐκτρέφει· ὧν ἐάν τις ἐκκεντήσῃ τὰ ὄμματα, ἔχει τινὰ παρὰ τῆς φύσεως ἰατρικὴν, δι' ἧς πρὸς ὑγείαν ἐπανάγει τῶν ἐκγόνων τὰς ὄψεις.","Ἡ χελιδὼ κηρὸν καὶ πηλὸν καὶ κονίαν χρῆται πρὸς τὴν φωλεάν, καὶ τοὺς νεοττοὺς τρέφει· ἐὰν δὲ ταῖς ὀφθαλμοῖς αὐτῶν ἄλεκτα γένηται, φύσει ἰατρικὴ ἔστι πρὸς ὑγείαν αὐτοὺς ἀναφέρειν."
"Οὐ μὴν, οὐδὲ εἰ πάντα ἐν ἅπασίν ἐστι, πῦρ μὲν ἐν γῇ, ἀὴρ δὲ ἐν ὕδατι, καὶ τῶν ἄλλων ὡσαύτως ἐν ἑτέρῳ τὸ ἕτερον· καὶ μηδὲν τῶν αἰσθήσει ὑποπιπτόντων στοιχείων εἰλικρινές ἐστι καὶ ἀμιγὲς, ἢ τῆς πρὸς τὸ μέσον, ἢ τῆς πρὸς τὸ ἀντικείμενον κοινωνίας· τούτου ἕνεκεν καταδεχόμεθα, τὸ στερέωμα ἢ ἐξ ἑνὸς τῶν ἁπλῶν, ἢ τὸ ἀπὸ τούτων μίγμα φῆσαι ὑπάρχειν, δεδιδαγμένοι παρὰ τῆς Γραφῆς, μηδὲν ἐπιτρέπειν ἡμῶν τῷ νῷ πέρα τῶν συγκεχωρημένων φαντασιοῦσθαι.","Οὐδέποτε τὰ στοιχεῖα ἁπλᾶ καθαρὰ εἰσίν, ἀλλὰ πάντοτε μεμιγμένα· διὸ κατὰ τὴν Γραφὴν τὸ στερέωμα ἐξ ἑνὸς ἢ μιγμάτων τῶν στοιχείων ἔστιν, καὶ οὐκέτι πέρα τούτων ἐννοεῖν ἐξεῖται."
"Ἐρωτῶσι γὰρ ἡμᾶς, εἰ σφαιρικὸν μὲν τὸ σῶμα τοῦ στερεώματος, ὡς ἡ ὄψις δηλοῖ, ῥυτὸν δὲ τὸ ὕδωρ καὶ περιολισθαῖνον τοῖς ὑψηλοῖς, πῶς ἂν ἐδυνήθη ἐπὶ τῆς κυρτῆς περιφερείας τοῦ στερεώματος ἱδρυνθῆναι; Τί δὴ πρὸς τοῦτο ἐροῦμεν; Ὅτι μάλιστα μὲν οὐκ εἴ τι πρὸς ἡμᾶς κυκλοτερὲς ὁρᾶται κατὰ τὴν ἔνδον κοιλότητα, τοῦτο ἀνάγκη καὶ τὴν ἔξωθεν ἐπιφάνειαν σφαιρικῶς ἀπηρτίσθαι, καὶ ὅλον ἀκριβῶς ἔντορνον εἶναι καὶ λείως περιηγμένον· ὅπου γε ὁρῶμεν τῶν τε λουτρῶν τοὺς λιθίνους ὀρόφους, καὶ τὰς τῶν ἀντρωδῶν οἰκοδομημάτων κατασκευὰς, ἃ κατὰ τὴν ἔνδον ὄψιν εἰς ἡμικύκλιον σχῆμα περιηγμένα, ἐν τοῖς ἄνω τοῦ τέγους ὁμαλὴν ἔχει πολλάκις τὴν ἐπιφάνειαν.","Τὸ στερέωμα δεῖ ἐστίν εὐκυκλικῶς σφαιρικὸν, ὅτι καὶ ἔσω τε καὶ ἔξω ἐστὶν ἀκριβῶς περιγεγραμμένον, ὥσπερ καὶ ἐν τοῖς ἡμικυκλίοις οἰκοδομήμασι φανερὸν ἐστίν."
"Ἡμεῖς δὲ ἄρα, οὓς ὁ Κύριος, ὁ μέγας θαυματοποιὸς καὶ τεχνίτης, ἐπὶ τὴν ἐπίδειξιν συνεκάλεσε τῶν οἰκείων ἔργων, ἀποκαμούμεθα πρὸς τὴν θέαν, ἢ ἀποκνήσομεν πρὸς τὴν ἀκρόασιν τῶν λογίων τοῦ Πνεύματος; Ἀλλ' οὐχὶ τὸ μέγα τοῦτο καὶ ποικίλον τῆς θείας δημιουργίας ἐργαστήριον περιστάντες, καὶ πρὸς τοὺς ἄνω χρόνους ἐπανελθόντες τῇ διανοίᾳ ἕκαστος, ὀψόμεθα τὴν διακόσμησιν τοῦ παντός; οὐρανὸν μὲν ἱστάμενον, κατὰ τὸν προφητικὸν λόγον, ὡσεὶ καμάραν· γῆν δὲ, τὴν ἄπειρον μεγέθει καὶ βάρει, αὐτὴν ἐφ' ἑαυτῆς ἑδραζομένην· ἀέρα κεχυμένον μαλακὸν καὶ ὑγρὸν τῇ φύσει, οἰκείαν μὲν καὶ διηνεκῆ τροφὴν τοῖς ἀναπνέουσι παρεχόμενον, ὑπείκοντα δὲ καὶ περισχιζόμενον τοῖς κινουμένοις δι' ἁπαλότητα, ὡς μηδὲν ἐμπόδιον εἶναι παρ' αὐτοῦ τοῖς ὁρμῶσιν, ἀεὶ πρὸς τὸ κατόπιν τῶν τεμνόντων αὐτὸν ἀντιπεριισταμένου ῥᾳδίως καὶ περιρρέοντος.","Ὁ Κύριος ἡμᾶς καλεῖ τῇ θεωρίᾳ τῆς μεγάλας αὐτοῦ δημιουργίας· ὁ οὐρανὸς ὡς καμάρα, ἡ γῆ ἑδραζομένη ἐφ’ ἑαυτῆς, καὶ ὁ ἀήρ μαλακὸς τρέφων καὶ ῥευστὸς, τὸ θείον τάξιν φανερῶν."
"Τί οὖν δυσωπεῖς μὲν ἡμᾶς ἀπὸ τῆς ἀξιοπιστίας τῶν ἄστρων, πείθειν δὲ ἐπιχειρεῖς διὰ τῶν βληχημάτων; Εἰ μὲν γὰρ παρὰ τῶν ζῴων λαβὼν ὁ οὐρανὸς ἔχει τὰ τοιαῦτα τῶν ἠθῶν ἰδιώματα, καὶ αὐτὸς ὑπόκειται ἀλλοτρίαις ἀρχαῖς, ἐκ τῶν βοσκημάτων ἔχων τὰς αἰτίας ἀπηρτημένας· εἰ δὲ καταγέλαστον τοῦτο εἰπεῖν, καταγελαστότερον πολλῷ ἐκ τῶν μηδὲν κοινωνούντων ἐπάγειν ἐπιχειρεῖν τῷ λόγῳ τὰς πιθανότητας.","Ἀνόητον ἐστὶ τὴν τῶν ἄστρων βεβαιότητα ἀποδοκιμάζειν καὶ κενοῖς λόγοις πιστεύειν, ὅτι οὐκ ἔστιν ὁ οὐρανὸς ὑπὸ τῶν ἐλάττονων ἐξαρτώμενος μηδὲ ἐπὶ τῶν ἐκ πιθανοτήτων στηριζόμενος."
"Καλῶν καὶ πρεπόντων αὕτη τῶν ἐπαίνων παρὰ τῆς Παροιμίας τετύχηκε, σοφὴ καὶ ἐργάτις ὀνομασθεῖσα· οὕτω μὲν φιλοπόνως τὴν τροφὴν συναγείρουσα (Ἧς τοὺς πόνους, φησὶ, βασιλεῖς καὶ ἰδιῶται πρὸς ὑγείαν προσφέρονται), οὕτω δὲ σοφῶς φιλοτεχνοῦσα τὰς ἀποθήκας τοῦ μέλιτος (εἰς λεπτὸν γὰρ ὑμένα τὸν κηρὸν διατείνασα, πυκνὰς καὶ συνεχεῖς ἀλλήλαις συνοικοδομεῖ τὰς κοιλότητας), ὡς τὸ πυκνὸν τῆς τῶν μικροτάτων πρὸς ἄλληλα δέσεως, ἔρεισμα γίνεσθαι τῷ παντί.","Ἡ μέλισσα ἐπαινουμένη σοφὴ καὶ φιλοπόνως ἐργαζομένη, τὴν τροφὴν ἐπισυνάγουσα καὶ τὰς μέλιτος ἀποθήκας τέλεια τεχνουργοῦσα, τὰ μέρη τὰ μικρὰ εἰς ὅλον ἰσχυρὸν συνάγουσα."
"Τοῦτό μοι ἔχε παρασεσημειωμένον ἐκ τῆς περὶ τοὺς ὄρνιθας ἱστορίας, ἵν' ἐπειδάν ποτε ἴδῃς γελῶντάς τινας τὸ μυστήριον ἡμῶν, ὡς ἀδυνάτου ὄντος καὶ ἔξω τῆς φύσεως, παρθένον τεκεῖν, τῆς παρθενίας αὐτῆς φυλαττομένης ἀχράντου, ἐνθυμηθῇς ὅτι ὁ εὐδοκήσας ἐν τῇ μωρίᾳ τοῦ κηρύγματος σῶσαι τοὺς πιστεύοντας, μυρίας ἐκ τῆς φύσεως ἀφορμὰς πρὸς τὴν πίστιν τῶν παραδόξων προλαβὼν κατεβάλετο.","Ὅταν τις ἀμφιβάλλῃ περὶ τοῦ παρθενικῶς τέκοντος θαύματος, μνημονεύειν δεῖ ὅτι ὁ Θεὸς πολλάς φυσικὰς ἀφορμὰς ὑπερβάς τῇ πίστει σωτηρίαν ἐπέδωκεν τοῖς πιστεύουσιν."
"Οὕτω τοίνυν καὶ τὸν τῶν μεγάλων καὶ ὑπερφυῶν θεαμάτων ἐξεταστὴν, καὶ τὸν τῆς ἄκρας ὄντως καὶ ἀπορρήτου σοφίας ἀκροατὴν προσῆκεν οἴκοθεν ἔχειν ἥκοντά τινας ἀφορμὰς πρὸς τὴν θεωρίαν τῶν προκειμένων, καὶ κοινωνεῖν ἐμοὶ τῆς ἀγωνίας εἰς δύναμιν, οὐχὶ κριτὴν μᾶλλον ἢ συναγωνιστὴν παρεστῶτα· μήποτε ἄρα διαλάθῃ ἡμᾶς τῆς ἀληθείας ἡ εὕρεσις, καὶ τὸ ἐμὸν σφάλμα κοινὴ ζημία τῶν ἀκουόντων γένηται.","Ὁ τὴν μεγάλην σοφίαν μελετῶν, δεῖ κοινωνεῖν πρὸς τὸν συγγραφέα μετὰ φιλίας, ὅπως μὴ ἀπολεσθῇ ἡ ἀλήθεια καὶ βλάβη γένηται τοῖς ἀκουομένοις."
"Τίς ἂν ἐφίκοιτο λόγος; Πῶς ἀνθρώπινος νοῦς πάντα μετ' ἀκριβείας ἐπέλθοι, ὥστε καὶ κατιδεῖν τὰς ἰδιότητας, καὶ τὰς πρὸς ἕκαστον διαφορὰς ἐναργῶς διακρῖναι, καὶ τὰς κεκρυμμένας αἰτίας ἀνενδεῶς παραστῆσαι; Ἓν ὕδωρ διὰ τῆς ῥίζης ἑλκόμενον, ἄλλως μὲν τρέφει τὴν ῥίζαν αὐτὴν, ἄλλως δὲ τὸν φλοιὸν τοῦ στελέχους, καὶ ἄλλως τὸ ξύλον, καὶ τὴν ἐντεριώνην ἑτέρως.","Δύσκολον ἐστὶ τῷ ἀνθρωπίνῳ νοῒ πλήρως νοεῖν καὶ ἐξηγεῖσθαι τὰς ἰδιότητας καὶ τὰς κεκρυμμένας αἰτίας, καθάπερ τὸ ὕδωρ τὰ μέρη τοῦ φυτοῦ ποικίλως τρέφον."
"Ἔπειτα πῶς, φησὶν, εἰς συναγωγὴν μίαν ἐκελεύσθη τὰ ὕδατα συνδραμεῖν, ὅπουγε φαίνονται πολλαὶ οὖσαι θάλασσαι, καὶ πλεῖστον ἀλλήλων τῇ θέσει διωρισμέναι; Πρὸς μὲν οὖν τὸ πρότερον τῶν ἐπιζητηθέντων ἐκεῖνό φαμεν· ὅτι μάλιστα μὲν σὺ μετὰ τὸ πρόσταγμα τὸ δεσποτικὸν ἐπέγνως τοῦ ὕδατος τὰς κινήσεις, ὅτι τε περιρρεπές ἐστι καὶ ἀστήρικτον, καὶ πρὸς τὰ πρανῆ καὶ κοῖλα φέρεται κατὰ φύσιν· πρὸ τούτου δὲ, πῶς εἶχε δυνάμεως πρὶν αὐτῷ τὸν ἐκ τοῦ προστάγματος τούτου ἐγγενέσθαι δρόμον, οὔτε εἶδες αὐτὸς, οὔτε ἰδόντος ἤκουσας.","Τὸ ὕδωρ, φύσει ἀστάθμητον καὶ ῥευστόν, πρὸς τὰ πρανῆ κινείται, ὁμολογουμένως δὲ εἰς διακεκριμένας θάλασσας ἀνακαθεῖται μόνον κατ’ ἐπιταγὴν θείαν, γεγονός ὃ οὐδεὶς ἑώρακε γιγνόμενον."
"Ἀλλ' οἱ τῶν ἄστρων τὰ διαστήματα καταμετροῦντες, καὶ τοὺς ἀειφανεῖς αὐτῶν καὶ ἀρκτῴους ἀπογραφόμενοι, καὶ ὅσοι περὶ τὸν νότιον πόλον κείμενοι τοῖς μέν εἰσι φανεροὶ, ἡμῖν δὲ ἄγνωστοι· καὶ βόρειον πλάτος, καὶ ζῳδιακὸν κύκλον μυρίοις διαστήμασι διαιροῦντες· καὶ ἐπαναφορὰς ἄστρων, καὶ στηριγμοὺς, καὶ ἀποκλίσεις, καὶ πάντων τὴν ἐπὶ τὰ προηγούμενα κίνησιν δι' ἀκριβείας τηρήσαντες· καὶ διὰ πόσου χρόνου τῶν πλανωμένων ἕκαστος τὴν ἑαυτοῦ περίοδον ἐκπληροῖ· μίαν τῶν πασῶν μηχανὴν οὐκ ἐξεῦρον πρὸς τὸ τὸν Θεὸν ἐννοῆσαι ποιητὴν τοῦ παντὸς, καὶ κριτὴν δίκαιον, τὴν ἀξίαν ἀντίδοσιν τοῖς βεβιωμένοις ἐπάγοντα· οὐδὲ τῷ περὶ τῆς κρίσεως λόγῳ τὴν ἀκόλουθον τῆς συντελείας ἔννοιαν ἐπιγνῶναι, ὅτι ἀνάγκη μεταποιηθῆναι τὸν κόσμον, εἰ μέλλοι καὶ ἡ τῶν ψυχῶν κατάστασις πρὸς ἕτερον εἶδος ζωῆς μεταβάλλειν.","Οἱ ἀστρονόμοι μετρηταὶ καὶ θεωροὶ τῶν ἄστρων καὶ ζωδίων ἐπιμελεῖς εἰσίν, ἀλλ’ οὐδὲν εὗρον περὶ τὸν Θεὸν δημιουργὸν καὶ κριτὴν δίκαιον, οὐδὲ περὶ συντελείας κόσμου, ἣν ἀναγκαῖον πρὸς μεταβολὴν τῆς ψυχῆς."
"Ὥσπερ γὰρ οὐ μᾶλλον θαυμάζω τὰς μεγάλας τῶν ὀρῶν κορυφὰς, αἳ τῷ πλησίον εἶναι τῶν νεφῶν τῇ συνεχεῖ περιπνοίᾳ διασώζουσι τὸ χειμέριον, ἢ τὴν ἐν ταῖς φάραγξι κοιλότητα, οὐ μόνον τὸ δυσήνεμον τῶν ὑψηλῶν διαφεύγουσαν, ἀλλὰ καὶ ἀλεεινὸν ἀεὶ τὸν ἀέρα συνέχουσαν· οὕτως καὶ ἐν ταῖς τῶν ζῴων κατασκευαῖς οὐ μᾶλλον ἄγαμαι τὸν ἐλέφαντα τοῦ μεγέθους, ἢ τὸν μῦν, ὅτι φοβερός ἐστι τῷ ἐλέφαντι· ἢ τὸ λεπτότατον τοῦ σκορπίου κέντρον, πῶς ἐκοίλανεν ὥσπερ αὐλὸν ὁ τεχνίτης, ὥστε δι' αὐτοῦ τὸν ἰὸν τοῖς τρωθεῖσιν ἐνίεσθαι.","Οὐ μέγα ἐθαύμασα τὰ μεγέθη καὶ τὴν δύναμιν, ἀλλὰ τὴν φρόνησιν καὶ τέχνην ἐν φύσει, ὥσπερ τὰς κοιλάδας καὶ τὸ σκόρπιον κέντρον."
"Καὶ ἔστιν αὐταῖς οὐ χειροτονητὸς ὁ βασιλεὺς (πολλάκις γὰρ ἀκρισία δήμου τὸν χείριστον εἰς ἀρχὴν προεστήσατο), οὐδὲ κληρωτὴν ἔχων τὴν ἐξουσίαν (ἄλογοι γὰρ αἱ συντυχίαι τῶν κλήρων ἐπὶ τὸν πάντων ἔσχατον πολλάκις τὸ κράτος φέρουσαι), οὐδὲ ἐκ πατρικῆς διαδοχῆς τοῖς βασιλείοις ἐγκαθεζόμενος (καὶ γὰρ καὶ οὗτοι ἀπαίδευτοι καὶ ἀμαθεῖς πάσης ἀρετῆς, διὰ τρυφὴν καὶ κολακείαν, ὡς τὰ πολλὰ, γίνονται), ἀλλ' ἐκ φύσεως ἔχων τὸ κατὰ πάντων πρωτεῖον, καὶ μεγέθει διαφέρων καὶ σχήματι καὶ τῇ τοῦ ἤθους πραότητι.","Ὁ ἀληθινὸς βασιλεὺς οὐχ ἐκ χειροτονίας, οὐδὲ κλήρου, οὐδὲ κληρονομίας ἄρχεται, ἀλλὰ φύσει πρῶτος καὶ διαφέρων μορφῇ, μεγέθει, καὶ ἤθει ἡγεμονεύει."
"Καὶ ἐπειδὴ παρ' ἡμῖν ἑκάστη τέχνη περί τινα ὕλην ἀφωρισμένως ἠσχόληται, οἷον χαλευτικὴ μὲν περὶ τὸν σίδηρον, τεκτονικὴ δὲ περὶ τὰ ξύλα· καὶ ἐν τούτοις ἄλλο μέν τί ἐστι τὸ ὑποκείμενον, ἄλλο δὲ τὸ εἶδος, ἄλλο δὲ τὸ ἐκ τοῦ εἴδους ἀποτελούμενον· καὶ ἔστιν ἡ μὲν ὕλη ἔξωθεν παραλαμβανομένη, τὸ δὲ εἶδος παρὰ τῆς τέχνης ἐφαρμοζόμενον, ἀποτέλεσμα δὲ τὸ ἐξ ἀμφοῖν συντιθέμενον ἔκ τε τοῦ εἴδους καὶ τῆς ὕλης· οὕτως οἴονται καὶ ἐπὶ τῆς θείας δημιουργίας, τὸ μὲν σχῆμα τοῦ κόσμου παρὰ τῆς σοφίας ἐπῆχθαι τοῦ ποιητοῦ τῶν ὅλων, τὴν δὲ ὕλην ἔξωθεν ὑποβεβλῆσθαι τῷ κτίσαντι, καὶ γεγενῆσθαι τὸν κόσμον σύνθετον, τὸ μὲν ὑποκείμενον καὶ τὴν οὐσίαν ἑτέρωθεν ἔχοντα, τὸ δὲ σχῆμα καὶ τὴν μορφὴν παρὰ Θεοῦ προσλαβόντα.","Ὡς αἱ τέχναι ἐκ τῆς ὕλης καὶ τοῦ εἴδους συντίθενται, οὕτως ἡ θεία κτίσις τὸν κόσμον ἐκ ὕλης ἐξωτερικῆς καὶ τοῦ Θεοῦ ἐφαρμοζομένου εἴδους ἐποίησεν σύνθετον."
"Εἰ τὰ ἄλογα ἐπινοητικὰ καὶ φυλακτικὰ τῆς ἰδίας αὐτῶν σωτηρίας, καὶ οἶδε τὸ αἱρετὸν αὐτῷ καὶ τὸ φευκτὸν ὁ ἰχθὺς, τί ἐροῦμεν ἡμεῖς οἱ λόγῳ τετιμημένοι, καὶ νόμῳ πεπαιδευμένοι, ἐπαγγελίαις προτραπέντες, Πνεύματι σοφιςθέντες, εἶτα τῶν ἰχθύων ἀλογώτερον τὰ καθ' ἑαυτοὺς διατιθέμενοι; Εἴπερ οἱ μὲν ἴσασι τοῦ μέλλοντός τινα ποιεῖσθαι πρόνοιαν, ἡμεῖς δὲ ἐκ τῆς πρὸς τὸ μέλλον ἀνελπιστίας δι' ἡδονῆς βοσκηματώδους τὴν ζωὴν ἀναλίσκομεν.","Εἰ καὶ τὰ ἄλογα καὶ ἰχθύες τὴν σωτηρίαν αὐτῶν φροντίζουσιν, πόσῳ μᾶλλον ἡμεῖς οἱ λογικοὶ καὶ νομοδιδάκται Πνεύματι φωτισθέντες τὸ μέλλον φροντίσομεν, μὴ τὴν ζωήν ἐν ἡδονῇ ἀναλίσκοντες."
"Πρόσθες τῷ πλούτῳ καὶ πολιτικήν τινα δυναστείαν, ἢ καὶ τὰς ἐκ βασιλέων τιμάς· ἢ ἐθνῶν ἐπιμέλειαν· ἢ στρατοπέδων ἡγεμονίαν· τὸν κήρυκα μέγα βοῶντα πρὸ αὐτοῦ· τοὺς ῥαβδούχους ἔνθεν καὶ ἔνθεν βαρυτάτην κατάπληξιν τοῖς ἀρχομένοις ἐμβάλλοντας τὰς πληγάς· τὰς δημεύσεις· τὰς ἀπαγωγάς· τὰ δεσμωτήρια, ἐξ ὧν ἀφόρητος ὁ παρὰ τῶν ὑποχειρίων συναθροίζεται φόβος.","Ἐξουσία πλὴν πλούτου πολιτικὴν τυραννίδα, τιμὰς βασιλέων, στρατιωτικὴν ἡγεμονίαν, καὶ ποινὰς βαρείας, φόβον δὲ τοῖς ὑποτεταγμένοις φέρει."
